conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
STYLE:24,Dutch Colonial Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:25,Egyptian Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:26,Exotic Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:27,Expressionist,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:28,Folk Victorian ,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:29,French Revival (Norman) ,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:30,Georgian Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:31,Googie,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:32,Gothic Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:33,Greek Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:34,High Tech,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:35,Hollywood Regency,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:36,"Industrial, Utilitarian",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:37,International,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:38,Italianate,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:39,Mayan ,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:40,Mediterranean Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:41,Minimal Traditional,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:42,Mission Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:43,"Modern, Mid-Century",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:44,"Modern, Early ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:45,"Modern, Late",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:46,"Moderne, Late",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:47,"Moderne, PWA",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:48,"Moderne, Streamline",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:49,Monterey Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:50,Moorish,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:51,Neoclassical,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:52,New Formalist,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:53,Post Modern,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:54,Prairie,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:55,Programmatic/Mimetic,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:56,Pueblo Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:57,Queen Anne,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:58,"Ranch, American Colonial ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:59,"Ranch, Cape Cod ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:60,"Ranch, Cinderella ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:61,"Ranch, Contemporary ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:62,"Ranch, Minimal",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:63,"Ranch, Oriental ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:64,"Ranch, Regency ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:65,"Ranch, Traditional ",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:66,Renaissance Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:67,Richardsonian Romanesque  ,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:68,Sculptural,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:69,Second Empire,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:70,Shingle,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:71,Spanish Colonial Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:72,"Spanish Colonial Revival, Churrigueresque",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:73,Stick/Eastlake,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:74,Storybook,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:75,Tiki/Polynesian,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:76,Tudor Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:77,Vernacular,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:78,"Victorian, Vernacular Cottage, gable roof",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:79,"Victorian, Vernacular Cottage, hip roof",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:80,Romanesque Revival,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:81,"Chateauesque, Late",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:82,"Gothic Revival, Late",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:83,"Hollywood Regency, Late",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:84,"Ranch, Commercial",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:85,East Asian Eclectic,,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
STYLE:86,"Ranch, Hacienda",,STYLE_AUTHORITY_DOCUMENT.csv,Index,GCI
