conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
MODIFICATION_TYPE:35,Roof dormer altered,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:36,Roof replaced with incompatible materials,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:37,Roofline altered,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:38,Security door(s) added,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:39,Security window bars added,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:40,Seismic anchor plates added,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:41,Signage added,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:42,Signage altered,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:43,Signage removed,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:44,Single-family converted to multi-family,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:45,Stonework painted,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:46,Storefront altered or replaced,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:47,Wall cladding replaced,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:48,Window openings altered,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:49,Window openings infilled,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:50,Windows boarded up,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:51,Windows replaced - all,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
MODIFICATION_TYPE:52,Windows replaced - some,,MODIFICATION_TYPE_AUTHORITY_DOCUMENT.csv,Index,GCI
